,Date,SC_M1
1411,2018-06-23,346.03515625
1402,2018-06-24,338.41796875
652,2018-06-25,330.271484375
653,2018-06-26,348.4794921875
654,2018-06-27,348.0068359375
655,2018-06-28,349.12890625
656,2018-06-29,336.049296875
1412,2018-06-30,338.470947265625
1413,2018-07-01,342.953125
657,2018-07-02,353.720703125
658,2018-07-03,337.2265625
659,2018-07-04,337.8193359375
660,2018-07-05,341.04638671875
661,2018-07-06,341.7568359375
1415,2018-07-07,351.521484375
1405,2018-07-08,350.5009765625
662,2018-07-09,344.5361328125
663,2018-07-10,339.41796875
664,2018-07-11,346.06640625
665,2018-07-12,348.91455078125
666,2018-07-13,346.1015625
1417,2018-07-14,351.6171875
1407,2018-07-15,353.5458984375
667,2018-07-16,344.1767578125
668,2018-07-17,336.00390625
669,2018-07-18,345.4365234375
670,2018-07-19,349.70703125
671,2018-07-20,348.125
1419,2018-07-21,351.052734375
1410,2018-07-22,350.4189453125
672,2018-07-23,340.28076171875
673,2018-07-24,332.935546875
674,2018-07-25,339.7646484375
675,2018-07-26,349.80419921875
676,2018-07-27,347.71630859375
1422,2018-07-28,349.71875
1423,2018-07-29,342.8828125
677,2018-07-30,331.537109375
678,2018-07-31,322.30640625
679,2018-08-01,338.71875
680,2018-08-02,348.802734375
681,2018-08-03,340.251953125
1424,2018-08-04,338.4169921875
1414,2018-08-05,339.45263671875
682,2018-08-06,339.26806640625
683,2018-08-07,343.6357421875
684,2018-08-08,339.6953125
685,2018-08-09,339.98046875
686,2018-08-10,335.537109375
1425,2018-08-11,342.9677734375
1416,2018-08-12,338.908203125
687,2018-08-13,337.025390625
688,2018-08-14,346.80078125
689,2018-08-15,349.412109375
690,2018-08-16,339.349609375
691,2018-08-17,335.125
1426,2018-08-18,340.373046875
1418,2018-08-19,341.0341796875
692,2018-08-20,341.04296875
693,2018-08-21,347.9384765625
694,2018-08-22,345.4052734375
695,2018-08-23,335.32421875
696,2018-08-24,333.087890625
1427,2018-08-25,336.078125
1420,2018-08-26,341.115234375
1421,2018-08-27,342.2763671875
697,2018-08-28,348.044921875
698,2018-08-29,339.4208984375
699,2018-08-30,330.71875
700,2018-08-31,328.71796875
1429,2018-09-01,332.19140625
1430,2018-09-02,335.875
701,2018-09-03,333.8837890625
702,2018-09-04,328.77880859375
703,2018-09-05,332.31494140625
704,2018-09-06,332.165283203125
705,2018-09-07,331.94921875
1432,2018-09-08,327.154296875
1433,2018-09-09,322.794921875
706,2018-09-10,319.0478515625
707,2018-09-11,336.16455078125
708,2018-09-12,335.2275390625
709,2018-09-13,314.01806640625
710,2018-09-14,322.5673828125
1435,2018-09-15,324.701171875
1436,2018-09-16,319.189453125
711,2018-09-17,310.900390625
712,2018-09-18,332.076171875
713,2018-09-19,336.142578125
714,2018-09-20,314.6591796875
715,2018-09-21,316.703125
1438,2018-09-22,317.8271484375
1439,2018-09-23,314.435546875
716,2018-09-24,316.630859375
717,2018-09-25,330.5625
718,2018-09-26,337.7783203125
719,2018-09-27,334.7470703125
720,2018-09-28,320.84921875
1440,2018-09-29,322.41015625
1428,2018-09-30,315.42071533203125
721,2018-10-01,326.7509765625
722,2018-10-02,330.5478515625
723,2018-10-03,320.8837890625
724,2018-10-04,321.94580078125
725,2018-10-05,321.041015625
1442,2018-10-06,319.5390625
1431,2018-10-07,321.61328125
726,2018-10-08,323.25341796875
727,2018-10-09,321.0498046875
728,2018-10-10,313.78515625
729,2018-10-11,320.810546875
730,2018-10-12,321.65625
1444,2018-10-13,311.3095703125
1434,2018-10-14,317.056640625
731,2018-10-15,319.8876953125
732,2018-10-16,317.404296875
733,2018-10-17,311.78515625
734,2018-10-18,322.376953125
735,2018-10-19,322.0947265625
1446,2018-10-20,314.01171875
1437,2018-10-21,314.14453125
736,2018-10-22,314.328125
737,2018-10-23,313.267578125
738,2018-10-24,313.66796875
739,2018-10-25,319.51953125
740,2018-10-26,321.9931640625
1448,2018-10-27,324.1171875
1449,2018-10-28,318.65234375
741,2018-10-29,318.802734375
742,2018-10-30,315.21484375
743,2018-10-31,316.13625
744,2018-11-01,316.0146484375
745,2018-11-02,321.005859375
1451,2018-11-03,316.3828125
1441,2018-11-04,316.73046875
746,2018-11-05,316.6904296875
747,2018-11-06,317.3330078125
748,2018-11-07,317.15625
749,2018-11-08,317.00390625
750,2018-11-09,314.390625
1453,2018-11-10,312.8828125
1443,2018-11-11,315.5390625
751,2018-11-12,317.84521484375
752,2018-11-13,310.12548828125
753,2018-11-14,312.302734375
754,2018-11-15,317.9716796875
755,2018-11-16,318.0908203125
1455,2018-11-17,315.22265625
1445,2018-11-18,319.37890625
756,2018-11-19,316.27197265625
757,2018-11-20,311.71728515625
758,2018-11-21,310.494140625
759,2018-11-22,319.6201171875
760,2018-11-23,320.576171875
1457,2018-11-24,321.74609375
1447,2018-11-25,324.197265625
761,2018-11-26,327.11669921875
762,2018-11-27,320.74365234375
763,2018-11-28,314.794921875
764,2018-11-29,326.447265625
765,2018-11-30,331.75910888671876
1461,2018-12-01,324.234375
1450,2018-12-02,325.74609375
766,2018-12-03,313.525390625
767,2018-12-04,313.880859375
768,2018-12-05,323.90673828125
769,2018-12-06,327.440673828125
770,2018-12-07,325.400390625
1464,2018-12-08,320.20703125
1452,2018-12-09,320.5673828125
771,2018-12-10,307.0341796875
772,2018-12-11,311.271484375
773,2018-12-12,318.00927734375
774,2018-12-13,314.146484375
775,2018-12-14,314.201171875
1466,2018-12-15,316.611328125
1454,2018-12-16,321.908203125
776,2018-12-17,310.3447265625
777,2018-12-18,315.37109375
778,2018-12-19,316.5615234375
779,2018-12-20,313.7412109375
780,2018-12-21,314.29296875
1468,2018-12-22,315.810546875
1456,2018-12-23,313.48046875
781,2018-12-24,316.71875
1458,2018-12-25,318.640625
1459,2018-12-26,316.177734375
782,2018-12-27,307.9443359375
783,2018-12-28,307.7807421875
1470,2018-12-29,314.12890625
1460,2018-12-30,313.6796875
784,2018-12-31,323.24796875
1462,2019-01-01,318.9140625
785,2019-01-02,319.64453125
786,2019-01-03,308.421875
787,2019-01-04,308.78515625
1471,2019-01-05,309.1357421875
1463,2019-01-06,309.68359375
788,2019-01-07,310.01953125
789,2019-01-08,319.70556640625
790,2019-01-09,316.35693359375
791,2019-01-10,300.892578125
792,2019-01-11,302.1171875
1472,2019-01-12,306.6884765625
1465,2019-01-13,305.1865234375
793,2019-01-14,302.8056640625
794,2019-01-15,312.78515625
795,2019-01-16,315.19873046875
796,2019-01-17,301.55859375
797,2019-01-18,303.00390625
1473,2019-01-19,305.0537109375
1467,2019-01-20,304.654296875
798,2019-01-21,302.4169921875
799,2019-01-22,310.71875
800,2019-01-23,310.2744140625
801,2019-01-24,304.255859375
802,2019-01-25,315.5078125
1490,2019-01-26,312.84765625
1469,2019-01-27,297.720703125
803,2019-01-28,297.53515625
804,2019-01-29,310.330078125
805,2019-01-30,308.0703125
806,2019-01-31,303.8171875
807,2019-02-01,311.9140625
1474,2019-02-02,292.9921875
1476,2019-02-03,289.5546875
808,2019-02-04,290.8369140625
809,2019-02-05,306.8994140625
810,2019-02-06,305.78466796875
811,2019-02-07,293.21875
812,2019-02-08,296.9140625
1478,2019-02-09,297.01171875
1480,2019-02-10,291.71484375
813,2019-02-11,293.1572265625
814,2019-02-12,302.00830078125
815,2019-02-13,300.3564453125
816,2019-02-14,291.9541015625
817,2019-02-15,295.01513671875
1482,2019-02-16,297.271484375
1484,2019-02-17,292.943359375
818,2019-02-18,293.6494140625
819,2019-02-19,302.5830078125
820,2019-02-20,297.5107421875
821,2019-02-21,296.49462890625
822,2019-02-22,302.6708984375
1486,2019-02-23,300.986328125
1488,2019-02-24,303.486328125
823,2019-02-25,309.859375
824,2019-02-26,307.00390625
825,2019-02-27,296.2001953125
826,2019-02-28,320.3447163394233
827,2019-03-01,322.875
1475,2019-03-02,295.46484375
1477,2019-03-03,290.9375
828,2019-03-04,311.1171875
829,2019-03-05,324.03759765625
830,2019-03-06,327.78125
831,2019-03-07,317.912109375
832,2019-03-08,317.2470703125
1479,2019-03-09,301.40234375
1481,2019-03-10,293.62109375
833,2019-03-11,315.21484375
834,2019-03-12,311.46484375
835,2019-03-13,312.5361328125
836,2019-03-14,311.0869140625
837,2019-03-15,312.85107421875
1483,2019-03-16,299.478515625
1485,2019-03-17,294.66015625
838,2019-03-18,312.7861328125
839,2019-03-19,315.49365234375
840,2019-03-20,309.9189453125
841,2019-03-21,308.63671875
842,2019-03-22,313.6748046875
1487,2019-03-23,300.669921875
1489,2019-03-24,302.447265625
843,2019-03-25,317.73046875
844,2019-03-26,313.1708984375
845,2019-03-27,305.923828125
846,2019-03-28,312.341796875
847,2019-03-29,309.91304687499996
1491,2019-03-30,313.33203125
1492,2019-03-31,313.828125
848,2019-04-01,325.712890625
849,2019-04-02,294.73828125
850,2019-04-03,293.5625
851,2019-04-04,319.6982421875
852,2019-04-05,325.25341796875
1493,2019-04-06,328.20703125
1494,2019-04-07,326.001953125
853,2019-04-08,325.8173828125
854,2019-04-09,300.3671875
855,2019-04-10,294.533203125
856,2019-04-11,323.10546875
857,2019-04-12,319.91552734375
1495,2019-04-13,320.3544921875
1496,2019-04-14,319.2548828125
858,2019-04-15,321.7822265625
859,2019-04-16,302.55078125
860,2019-04-17,297.21484375
861,2019-04-18,319.5498046875
1497,2019-04-19,319.453125
1498,2019-04-20,316.171875
1499,2019-04-21,316.1640625
1500,2019-04-22,318.375
862,2019-04-23,301.05859375
863,2019-04-24,302.453125
864,2019-04-25,320.5048828125
865,2019-04-26,318.123046875
1501,2019-04-27,314.87890625
1502,2019-04-28,316.33203125
866,2019-04-29,312.375
867,2019-04-30,317.5533386230469
868,2019-05-01,318.9990234375
869,2019-05-02,305.53515625
870,2019-05-03,304.01953125
1509,2019-05-04,316.388671875
1503,2019-05-05,319.16796875
1504,2019-05-06,329.1640625
871,2019-05-07,323.533203125
872,2019-05-08,319.169921875
873,2019-05-09,305.314453125
874,2019-05-10,301.087890625
1511,2019-05-11,314.951171875
1505,2019-05-12,313.7060546875
875,2019-05-13,318.513671875
876,2019-05-14,317.9033203125
877,2019-05-15,316.77734375
878,2019-05-16,307.13671875
879,2019-05-17,306.169921875
1513,2019-05-18,315.3759765625
1506,2019-05-19,317.779296875
880,2019-05-20,315.6240234375
881,2019-05-21,315.587890625
882,2019-05-22,318.09375
883,2019-05-23,306.314453125
884,2019-05-24,305.1494140625
1515,2019-05-25,311.91015625
1507,2019-05-26,309.23046875
1508,2019-05-27,312.7421875
885,2019-05-28,313.998046875
886,2019-05-29,307.58203125
887,2019-05-30,311.296875
888,2019-05-31,312.6015625
1517,2019-06-01,312.08984375
1518,2019-06-02,305.7265625
889,2019-06-03,302.6630859375
890,2019-06-04,315.7001953125
891,2019-06-05,318.6455078125
892,2019-06-06,324.576171875
893,2019-06-07,310.248046875
1519,2019-06-08,306.669921875
1510,2019-06-09,300.04296875
894,2019-06-10,297.9609375
895,2019-06-11,313.142578125
896,2019-06-12,312.375
897,2019-06-13,304.1376953125
898,2019-06-14,302.9169921875
1521,2019-06-15,300.640625
1512,2019-06-16,302.4375
899,2019-06-17,309.740234375
900,2019-06-18,313.7626953125
901,2019-06-19,314.72265625
902,2019-06-20,312.6416015625
903,2019-06-21,312.2939453125
1523,2019-06-22,314.8984375
1514,2019-06-23,308.2890625
904,2019-06-24,307.0869140625
905,2019-06-25,311.974609375
906,2019-06-26,309.998046875
907,2019-06-27,313.27734375
908,2019-06-28,311.81353515625
1524,2019-06-29,306.63671875
1516,2019-06-30,304.4938659667969
909,2019-07-01,311.060546875
910,2019-07-02,305.15234375
911,2019-07-03,300.505859375
912,2019-07-04,308.82421875
913,2019-07-05,308.330078125
1526,2019-07-06,309.314453125
1527,2019-07-07,303.1943359375
914,2019-07-08,305.984375
915,2019-07-09,300.09375
916,2019-07-10,299.171875
917,2019-07-11,309.70556640625
918,2019-07-12,306.970703125
1529,2019-07-13,302.9697265625
1520,2019-07-14,298.05078125
919,2019-07-15,302.615234375
920,2019-07-16,302.84375
921,2019-07-17,298.6279296875
922,2019-07-18,301.819580078125
923,2019-07-19,304.541015625
1531,2019-07-20,304.357421875
1522,2019-07-21,302.0625
924,2019-07-22,313.18359375
925,2019-07-23,307.2578125
926,2019-07-24,302.3818359375
927,2019-07-25,305.263671875
928,2019-07-26,303.9765625
1534,2019-07-27,305.28125
1535,2019-07-28,305.5
929,2019-07-29,307.32421875
930,2019-07-30,306.37109375
931,2019-07-31,304.9128125
932,2019-08-01,308.8544921875
933,2019-08-02,304.75390625
1536,2019-08-03,304.26171875
1525,2019-08-04,309.0361328125
934,2019-08-05,304.65625
935,2019-08-06,308.884765625
936,2019-08-07,302.59423828125
937,2019-08-08,304.7138671875
938,2019-08-09,302.16796875
1537,2019-08-10,301.462890625
1528,2019-08-11,306.40478515625
939,2019-08-12,305.10546875
940,2019-08-13,303.88671875
941,2019-08-14,295.443359375
942,2019-08-15,305.123046875
943,2019-08-16,303.5
1538,2019-08-17,300.28515625
1530,2019-08-18,301.32421875
944,2019-08-19,304.8876953125
945,2019-08-20,303.1455078125
946,2019-08-21,301.666015625
947,2019-08-22,308.38671875
948,2019-08-23,305.0
1539,2019-08-24,299.25
1532,2019-08-25,301.029296875
1533,2019-08-26,299.1181640625
949,2019-08-27,305.546875
950,2019-08-28,305.4267578125
951,2019-08-29,301.212890625
952,2019-08-30,298.5902734375
1540,2019-08-31,297.96875
1541,2019-09-01,300.76171875
953,2019-09-02,299.447265625
954,2019-09-03,300.75
955,2019-09-04,307.623046875
956,2019-09-05,298.953369140625
957,2019-09-06,298.62890625
1543,2019-09-07,296.3818359375
1544,2019-09-08,298.015625
958,2019-09-09,290.7724609375
959,2019-09-10,301.7822265625
960,2019-09-11,306.361328125
961,2019-09-12,292.73095703125
962,2019-09-13,295.05126953125
1546,2019-09-14,291.623046875
1547,2019-09-15,295.1533203125
963,2019-09-16,288.025390625
964,2019-09-17,302.27734375
965,2019-09-18,301.0986328125
966,2019-09-19,290.7109375
967,2019-09-20,290.1982421875
1549,2019-09-21,287.75
1550,2019-09-22,289.361328125
968,2019-09-23,292.5849609375
969,2019-09-24,301.908203125
970,2019-09-25,301.810546875
971,2019-09-26,300.8134765625
972,2019-09-27,289.587890625
1551,2019-09-28,288.12109375
1552,2019-09-29,284.87890625
973,2019-09-30,281.49142532348634
974,2019-10-01,301.564453125
975,2019-10-02,284.76171875
976,2019-10-03,283.44140625
977,2019-10-04,286.3369140625
1554,2019-10-05,280.494140625
1542,2019-10-06,276.89453125
978,2019-10-07,295.7548828125
979,2019-10-08,299.837890625
980,2019-10-09,273.912109375
981,2019-10-10,277.76708984375
982,2019-10-11,280.0810546875
1556,2019-10-12,273.77783203125
1545,2019-10-13,271.6171875
983,2019-10-14,294.17529296875
984,2019-10-15,294.904296875
985,2019-10-16,270.30078125
986,2019-10-17,277.212890625
987,2019-10-18,274.951171875
1558,2019-10-19,269.095703125
1548,2019-10-20,266.09765625
988,2019-10-21,288.79345703125
989,2019-10-22,292.5087890625
990,2019-10-23,267.33984375
991,2019-10-24,268.74658203125
992,2019-10-25,266.68359375
1560,2019-10-26,267.888671875
1561,2019-10-27,262.80078125
993,2019-10-28,288.30859375
994,2019-10-29,283.724609375
995,2019-10-30,259.8134765625
996,2019-10-31,297.005625
997,2019-11-01,268.845703125
1563,2019-11-02,262.99609375
1553,2019-11-03,261.3251953125
998,2019-11-04,264.464111328125
999,2019-11-05,280.23681640625
1000,2019-11-06,276.45703125
1001,2019-11-07,270.5322265625
1002,2019-11-08,272.54248046875
1565,2019-11-09,261.005859375
1555,2019-11-10,264.8955078125
1003,2019-11-11,264.95556640625
1004,2019-11-12,276.51318359375
1005,2019-11-13,273.2470703125
1006,2019-11-14,268.85595703125
1007,2019-11-15,270.15380859375
1567,2019-11-16,259.64453125
1557,2019-11-17,262.646484375
1008,2019-11-18,263.6005859375
1009,2019-11-19,270.5302734375
1010,2019-11-20,269.1015625
1011,2019-11-21,271.11447265625
1012,2019-11-22,273.54296875
1569,2019-11-23,261.25390625
1559,2019-11-24,262.4365234375
1013,2019-11-25,265.14453125
1014,2019-11-26,270.57421875
1015,2019-11-27,264.44921875
1016,2019-11-28,273.61669921875
1017,2019-11-29,271.14978515625
1573,2019-11-30,256.9876708984375
1562,2019-12-01,265.63671875
1018,2019-12-02,265.0419921875
1019,2019-12-03,264.4462890625
1020,2019-12-04,261.855224609375
1021,2019-12-05,272.437744140625
1022,2019-12-06,272.029296875
1576,2019-12-07,269.2607421875
1564,2019-12-08,269.513671875
1023,2019-12-09,263.40234375
1024,2019-12-10,265.2421875
1025,2019-12-11,263.638671875
1026,2019-12-12,270.6787109375
1027,2019-12-13,272.064453125
1578,2019-12-14,267.7998046875
1566,2019-12-15,270.009765625
1028,2019-12-16,260.888671875
1029,2019-12-17,264.052734375
1030,2019-12-18,266.859375
1031,2019-12-19,271.4580078125
1032,2019-12-20,271.888671875
1580,2019-12-21,272.01953125
1568,2019-12-22,271.666015625
1033,2019-12-23,261.939453125
1034,2019-12-24,263.3984375
1570,2019-12-25,268.103515625
1571,2019-12-26,271.291015625
1035,2019-12-27,270.96484375
1582,2019-12-28,274.548828125
1572,2019-12-29,273.666015625
1036,2019-12-30,258.693359375
1037,2019-12-31,274.0434375
1574,2020-01-01,265.447265625
1038,2020-01-02,276.9296875
1039,2020-01-03,273.7890625
1583,2020-01-04,279.138671875
1575,2020-01-05,279.56982421875
1040,2020-01-06,280.892578125
1041,2020-01-07,269.517578125
1042,2020-01-08,269.4375
1043,2020-01-09,278.869140625
1044,2020-01-10,277.31640625
1584,2020-01-11,278.60009765625
1577,2020-01-12,287.07568359375
1045,2020-01-13,286.388671875
1046,2020-01-14,267.1552734375
1047,2020-01-15,269.234375
1048,2020-01-16,281.6962890625
1049,2020-01-17,283.7705078125
1585,2020-01-18,283.45458984375
1579,2020-01-19,286.416015625
1050,2020-01-20,285.6162109375
1051,2020-01-21,270.1357421875
1052,2020-01-22,272.685546875
1053,2020-01-23,284.123046875
1054,2020-01-24,285.35546875
1600,2020-01-25,268.044921875
1581,2020-01-26,269.9609375
1055,2020-01-27,287.5244140625
1056,2020-01-28,274.01953125
1057,2020-01-29,272.037109375
1058,2020-01-30,280.224609375
1059,2020-01-31,286.9246875
1603,2020-02-01,263.5625
1587,2020-02-02,284.0390625
1060,2020-02-03,285.9912109375
1061,2020-02-04,277.47802734375
1062,2020-02-05,274.73388671875
1063,2020-02-06,286.294921875
1064,2020-02-07,282.15771484375
1589,2020-02-08,283.6884765625
1591,2020-02-09,286.458984375
1065,2020-02-10,287.88818359375
1066,2020-02-11,274.10107421875
1067,2020-02-12,281.60205078125
1068,2020-02-13,289.68359375
1069,2020-02-14,281.73291015625
1593,2020-02-15,278.34375
1595,2020-02-16,281.23828125
1070,2020-02-17,283.19775390625
1071,2020-02-18,280.403076171875
1072,2020-02-19,282.345703125
1073,2020-02-20,284.98046875
1074,2020-02-21,275.64990234375
1597,2020-02-22,273.193359375
1599,2020-02-23,278.55859375
1075,2020-02-24,278.95458984375
1076,2020-02-25,265.4443359375
1077,2020-02-26,267.703125
1078,2020-02-27,276.701171875
1079,2020-02-28,269.92220703124997
1586,2020-02-29,268.4291869997978
1604,2020-03-01,265.08203125
1080,2020-03-02,281.7890625
1081,2020-03-03,272.994140625
1082,2020-03-04,267.218994140625
1083,2020-03-05,268.796875
1084,2020-03-06,276.974609375
1588,2020-03-07,277.2451171875
1590,2020-03-08,282.0966796875
1085,2020-03-09,286.0400390625
1086,2020-03-10,280.755859375
1087,2020-03-11,276.76513671875
1088,2020-03-12,279.966796875
1089,2020-03-13,284.58984375
1592,2020-03-14,281.275390625
1594,2020-03-15,277.62109375
1090,2020-03-16,280.068359375
1091,2020-03-17,284.111328125
1092,2020-03-18,282.8095703125
1093,2020-03-19,282.685546875
1094,2020-03-20,286.1337890625
1596,2020-03-21,283.666015625
1598,2020-03-22,275.10546875
1095,2020-03-23,280.84375
1096,2020-03-24,284.1455078125
1097,2020-03-25,274.4814453125
1098,2020-03-26,272.59765625
1099,2020-03-27,278.669921875
1601,2020-03-28,275.630859375
1602,2020-03-29,271.7734375
1100,2020-03-30,275.5546875
1101,2020-03-31,277.45546875
1102,2020-04-01,263.61328125
1103,2020-04-02,281.0517578125
1104,2020-04-03,280.1787109375
1605,2020-04-04,275.8447265625
1606,2020-04-05,276.412109375
1105,2020-04-06,278.076171875
1106,2020-04-07,275.966796875
1107,2020-04-08,279.017578125
1108,2020-04-09,278.185546875
1642,2020-04-10,279.99609375
1607,2020-04-11,276.2890625
1608,2020-04-12,270.9912109375
1609,2020-04-13,277.353515625
1109,2020-04-14,281.23828125
1110,2020-04-15,278.416015625
1111,2020-04-16,273.525390625
1112,2020-04-17,271.537109375
1610,2020-04-18,257.4482421875
1611,2020-04-19,262.240234375
1113,2020-04-20,262.21728515625
1114,2020-04-21,282.3583984375
1115,2020-04-22,274.787109375
1116,2020-04-23,260.345703125
1117,2020-04-24,258.92822265625
1612,2020-04-25,251.875
1613,2020-04-26,251.55859375
1118,2020-04-27,249.853515625
1119,2020-04-28,275.888671875
1120,2020-04-29,274.08984375
1121,2020-04-30,233.13810760498046
1122,2020-05-01,248.68359375
1633,2020-05-02,261.96875
1635,2020-05-03,264.09375
1123,2020-05-04,275.9775390625
1124,2020-05-05,276.39892578125
1614,2020-05-06,264.4375
1615,2020-05-07,269.0859375
1616,2020-05-08,271.30859375
1640,2020-05-09,268.0634765625
1643,2020-05-10,280.814453125
1617,2020-05-11,276.931640625
1618,2020-05-12,271.75
1619,2020-05-13,279.30078125
1620,2020-05-14,275.0390625
1621,2020-05-15,273.17578125
1648,2020-05-16,272.2412109375
1650,2020-05-17,268.904296875
1622,2020-05-18,258.015625
1623,2020-05-19,262.494140625
1624,2020-05-20,265.150390625
1625,2020-05-21,269.00390625
1626,2020-05-22,265.40625
1653,2020-05-23,253.3623046875
1655,2020-05-24,258.88427734375
1627,2020-05-25,253.87109375
1628,2020-05-26,253.23046875
1629,2020-05-27,252.40234375
1630,2020-05-28,262.578125
1631,2020-05-29,260.794921875
1660,2020-05-30,244.4345703125
1689,2020-05-31,253.546875
1632,2020-06-01,251.0546875
1634,2020-06-02,265.931640625
1636,2020-06-03,269.3095703125
1637,2020-06-04,262.5703125
1638,2020-06-05,264.4892578125
1696,2020-06-06,270.796875
1665,2020-06-07,268.4296875
1639,2020-06-08,271.1328125
1641,2020-06-09,270.708984375
1644,2020-06-10,279.7060546875
1645,2020-06-11,276.3125
1646,2020-06-12,271.015625
1670,2020-06-13,276.111328125
1672,2020-06-14,273.35546875
1647,2020-06-15,271.671875
1649,2020-06-16,271.017578125
1651,2020-06-17,270.2431640625
1652,2020-06-18,259.49609375
1710,2020-06-19,261.546875
1677,2020-06-20,267.130859375
1679,2020-06-21,267.8671875
1681,2020-06-22,265.078125
1654,2020-06-23,255.71875
1656,2020-06-24,256.0810546875
1657,2020-06-25,253.5234375
1658,2020-06-26,257.078125
1720,2020-06-27,256.22265625
1685,2020-06-28,263.5234375
1659,2020-06-29,261.70703125
1661,2020-06-30,250.39752197265625
1662,2020-07-01,253.53125
1663,2020-07-02,269.26171875
1664,2020-07-03,271.2734375
1692,2020-07-04,264.6015625
1694,2020-07-05,266.97265625
1697,2020-07-06,273.515625
1666,2020-07-07,268.76953125
1667,2020-07-08,268.296875
1668,2020-07-09,271.94140625
1669,2020-07-10,280.01171875
1701,2020-07-11,275.2734375
1703,2020-07-12,270.28515625
1671,2020-07-13,276.34375
1673,2020-07-14,273.0390625
1674,2020-07-15,273.4140625
1675,2020-07-16,269.51953125
1676,2020-07-17,270.6962890625
1708,2020-07-18,259.90625
1711,2020-07-19,261.421875
1678,2020-07-20,268.017578125
1680,2020-07-21,268.1796875
1682,2020-07-22,266.609375
1683,2020-07-23,259.6328125
1684,2020-07-24,260.66015625
1716,2020-07-25,262.890625
1718,2020-07-26,263.09375
1721,2020-07-27,261.625
1686,2020-07-28,265.4375
1687,2020-07-29,262.8125
1688,2020-07-30,256.00390625
1690,2020-07-31,266.28125
1724,2020-08-01,254.96875
1726,2020-08-02,267.046875
1691,2020-08-03,269.078125
1693,2020-08-04,264.02734375
1695,2020-08-05,267.86328125
1698,2020-08-06,272.70703125
1699,2020-08-07,270.1875
1731,2020-08-08,270.75
1733,2020-08-09,273.2421875
1700,2020-08-10,278.3125
1702,2020-08-11,275.046875
1704,2020-08-12,270.3984375
1705,2020-08-13,277.3515625
1706,2020-08-14,273.734375
1738,2020-08-15,270.578125
1740,2020-08-16,269.4375
1707,2020-08-17,269.462890625
1709,2020-08-18,260.015625
1712,2020-08-19,260.421875
1713,2020-08-20,267.84765625
1714,2020-08-21,267.84375
1745,2020-08-22,265.40625
1747,2020-08-23,260.33203125
1715,2020-08-24,261.49609375
1717,2020-08-25,262.84375
1719,2020-08-26,262.625
1722,2020-08-27,263.31640625
1723,2020-08-28,266.453125
1752,2020-08-29,265.328125
1754,2020-08-30,256.640625
1756,2020-08-31,268.28125
1725,2020-09-01,257.5
1727,2020-09-02,267.421875
1728,2020-09-03,268.609375
1729,2020-09-04,264.640625
1730,2020-09-05,268.0703125
1760,2020-09-06,271.59765625
1762,2020-09-07,269.21875
1732,2020-09-08,269.96875
1734,2020-09-09,272.7578125
1735,2020-09-10,277.140625
1736,2020-09-11,273.15625
1737,2020-09-12,269.640625
1767,2020-09-13,276.4375
1769,2020-09-14,273.3125
1739,2020-09-15,272.203125
1741,2020-09-16,269.9765625
1742,2020-09-17,269.75390625
1743,2020-09-18,261.0703125
1744,2020-09-19,261.765625
1774,2020-09-20,268.30859375
1776,2020-09-21,267.15625
1746,2020-09-22,262.578125
1748,2020-09-23,260.0859375
1749,2020-09-24,260.52734375
1750,2020-09-25,261.96875
1751,2020-09-26,262.65625
1780,2020-09-27,262.1015625
1782,2020-09-28,265.78125
1753,2020-09-29,266.09375
1755,2020-09-30,258.437744140625
1757,2020-10-01,257.6875
1758,2020-10-02,265.984375
1787,2020-10-03,268.140625
1789,2020-10-04,262.28125
1759,2020-10-05,267.140625
1761,2020-10-06,271.65625
1763,2020-10-07,268.71875
1764,2020-10-08,269.28125
1765,2020-10-09,272.140625
1794,2020-10-10,275.90625
1796,2020-10-11,272.34375
1766,2020-10-12,268.953125
1768,2020-10-13,275.453125
1770,2020-10-14,272.875
1771,2020-10-15,271.1875
1772,2020-10-16,269.328125
1801,2020-10-17,268.125
1803,2020-10-18,260.0
1773,2020-10-19,261.125
1775,2020-10-20,266.9921875
1777,2020-10-21,266.125
1778,2020-10-22,262.1875
1779,2020-10-23,261.53125
1808,2020-10-24,260.03125
1810,2020-10-25,259.9375
1812,2020-10-26,259.75
1781,2020-10-27,261.6484375
1783,2020-10-28,266.296875
1784,2020-10-29,265.5625
1785,2020-10-30,257.34375
1847,2020-10-31,259.5
1816,2020-11-01,255.1875
1786,2020-11-02,265.5625
1788,2020-11-03,266.96875
1790,2020-11-04,262.0625
1791,2020-11-05,265.5625
1792,2020-11-06,270.8046875
1821,2020-11-07,267.1875
1823,2020-11-08,267.5625
1793,2020-11-09,271.78125
1795,2020-11-10,275.125
1797,2020-11-11,272.0625
1798,2020-11-12,267.21875
1799,2020-11-13,273.375
1828,2020-11-14,271.75
1830,2020-11-15,267.625
1800,2020-11-16,268.3125
1802,2020-11-17,266.578125
1804,2020-11-18,259.65625
1805,2020-11-19,260.1875
1806,2020-11-20,266.484375
1835,2020-11-21,265.0625
1837,2020-11-22,260.25
1807,2020-11-23,259.0625
1809,2020-11-24,259.796875
1811,2020-11-25,260.5625
1813,2020-11-26,259.125
1814,2020-11-27,261.640625
1842,2020-11-28,264.3125
1844,2020-11-29,262.75
1815,2020-11-30,254.53515625
1817,2020-12-01,254.0
